,essay,emotion
6061,"Environmentalism at its core is a racket. The leaders will use whatever methods to tie nature together to guilt you into accepting higher and higher taxes towards cost of living while majority of this money goes towards these non-profit organizations that help them push thier agenda. These environmental groups are only capable of gutting thier own people and will not address the larger oil buyers such as China or any other third world nation that is burning coal. By raising the cost of oil isn't going to stop Saudi Arabia or Russia from pumping oil, its all a racket to control the power supply and tax the people.",neutral
6062,I read this article about a bus that was hit a random car from out of nowhere. The bus was parked and the car just plowed into it. It's kind of fucked up but typical. A few people were hospitalized but no one died. Anyways their investigating the crash. These types of incidents happen so often I'm rather numb to their effects.,fear
6063,"I just read this article about a haze that was responsible for killing 100,000 people. Can you believe that!? The haze was caused by fires used to clear rain forest, if I remember correctly. I mean could you imagine that happening here. It is unfathomable. I know we have our wildfires but very few people die to them. Imagine what people are going through.",surprise
6064,"So the police found this woman wondering the streets in Philadelphia at 1 am with no coat on in the cold. She was in some kind of daze, probably alzheimer's or something. Anyways, their trying to identify her. It would suck to be in that state of mind. Sounds horrible and potentially scary if your cognizant enough.",fear
6065,A car Taliban car bomb exploded in front of the German consulate in Afghanistan. It killed 100 people.These type of events are to come these days. I mean how does anyone process them any more. I'm personally numb to all this now. It might as well be fiction at this point.  It seems like I hear about similar incidents like this everyday. I don't know.,sadness
6066,"It seems wind turbines are killing a lot of birds. In particular the golden eagle which is an endangered species, I believe the article said. I don't understand why they don't cage in the turbine blades like they do with house fans. I mean it sucks bird kind everywhere, but it's either the turbine or toxic smog.",surprise
6067,"I can not believe that their is still such hate in the world. When I read stories like this I think about how we really need to come together and rid the world of such hate. All those times we talked about things like this happening all over the world really make you think about your own life and what we are doing to make a change/positive impact on the world. I think it is very sad to see lives wasted in this manner such as careless deaths that will get no one anywhere. I know that you have told me a lot of the same things, so I wanted to see how you felt about this too.",sadness
6068,"Hey just wanted to share this article with you and let you know some thoughts/feelings about it. I know that we have talked before about the importance of vaccinations, and if it is safe for kids to get them. I think this story really made me think about that and brought fourth some really interesting facts and data that make you see how it is changing and hurting different parts of the world. I feel that kids should receive these vaccinations as they are a easy way to help and protect people all over the world rather than taking a risk.",neutral
6069,"Can you believe this article? The more I read this article the more disgusted I got with what had been done to this kitten. This is a awful story that deserves to be heard by more people to make sure that the the kitten receives justice, and that the person who did this is not allowed to hurt any more animals. I think it is a great thing that this person is not allowing for someone to get away with this and making sure that others will stand with him and not allow this crime to go unpunished. I think it would be great if you could share this story and let others know so something like this can be stopped in the future.",disgust
6070,"While reading this article all I could think of is how much of a shame and alarming it is of the recent shootings that have been taking place all over the USA. I know we have talked about guns and ownership in the past, but I'm starting to think it is important to look at what we can do to stop these acts and how we can make a change ourselves. I also was surprised that they did not try to take the story and flip it into being some type of political debate about how the shooter was made about politics or a race war.",surprise
6071,"I have not heard of this story, but wanted to see if you knew anything about it. I know we were talking the other day about being worried about getting stuck in a situation like this because of all the recent shootings. I think this story was a real eye opener for me, because it shows just how easy something like this happening would be. I feel that what you said about mental health and paying more attention to the youth is really another central point to this story. This story made me think even more about owning a gun and having a open carry permit to keep safe and be able to protect my loved ones and family.",fear
6072,"Hey,  I think you should be careful around the Canonsburg area next time you visit Pennsylvania. The crime has been increasingly more dangerous within the past few years. According to this article that I read online, a police officer was shot to death and another police officer was injured in an ambush. I feel that if you were to come down to visit the area, then there would be something similar happening to other people. Ambushes, riots, and shootings are all problems occurring in the area. I feel bad for this city as it has a chance to redeem itself as a great city; however, with all the criminal activities happening, it makes it difficult to do that.",fear
6073,"Hey,  I think that you should check out this article. I feel bad for the citizens down in Mexico City and South America. They are going through some troubled times and America is barely doing anything to help out with their situation. Those children do not deserve the life they are going through at the moment and I believe that we should do something to make them feel like they are proud to be apart of their country.",sadness
6074,"Hey bud,  Check this news out. Apparently a couple was on a cruise ship and the husband fell off the ship unintentionally. After reading the whole article, I believe that the other husband has the right to sue the authorities for not saving the his husband after he fell off. In any case, whether the person was guilty of previous crimes, he or she should be saved or this would have been seen as sketchy work by the police officers.",neutral
6075,"Hey,  This is some sad news. The rhino couldn't be saved from his infectious diseases, so he had to be put down. I feel bad for the animal as he or she didn't have to live this way. In addition, it was difficult to find treatment for the rhino, so I feel bad for the veterinarians that had to take care of the rhino.",sadness
6076,"Hey,  Check out this article about PTSD. I feel bad for these veterans that had to experience this as a result from the Vietnam War. I know someone that has fought in the Vietnam War and he has seen other soldiers being diagnosed as a result of the war. It's sad to see these soldiers go through so much trauma and disgust after the war. With the increasing rate of the mental health issue, it makes me worry even more.",sadness
6077,"Even though fewer people are crossing this year than in 2015, more people are dying as they try to make the journey.Bodies of migrants in a boat off the coast of Libya in October. At least 29 people died in the incident, all in their 20s.One person out of every 88 has been lost at sea trying to reach the shores of Greece, Italy or Spain. That means they're 90 times more likely to die on the journey than an American is likely to die of gunshot wounds.",neutral
6078,"Toughie, the world's last Rabbs' fringe-limbed tree frog and a symbol of the extinction crisis, has died at his home in the Atlanta Botanical Garden.The famed frog's age is unknown, but he's at least 12 years old, and likely older, because he was an adult when collected in 2005.Mark Mandica, who worked with Toughie for seven years, says the frog's story isn't entirely unique. “A lot of attention had been paid to him in captivity, so he even has his own Wikipedia page,” Mandica, head of the Amphibian Foundation, notes. “But there are plenty of other species out there that are disappearing, sometimes before we even knew that they were there.”In fact, Toughie's own species (Ecnomiohyla rabborum) wasn't described until 2008,",neutral
6079,"Just one week after Michael Bublé and wife Luisana Lopilato announced that their 3-year-old son, Noah, has cancer, Bublé’s friend and mentor David Foster gave an update on how the singer is coping.I think Michael, right now, is in a huge bubble, as you would expect when this happens. Everything shuts down around you,” the composer told Entertainment Tonight Canada later adding that Bublé will not sing again until his child is well.I’m certain of it he saidMany fans have reached out to the singer through social media, and Foster said that a few have contacted him wishing to extend their well-wishes and resources to Bublé. Though the diagnosis is heartbreaking, Bublé is “in good shape.",sadness
6080,"Police in Hope, Indiana, released a chilling photo of a mother passed out behind the steering wheel of her car from an apparent drug overdose with a syringe in her hand. Crying in the backseat: her 10-month-old son. Parents are doing this more often with children in the car because they are doing it away from someone who is going to disapprove,” marshal Matthew Tallent told IndyStar. “This is becoming a new norm for drug users",neutral
6081,"ABUJA, Nigeria ― After her father died two years ago during a Boko Haram raid on her village in Yobe, Nigeria, 16-year-old Zulyatu, her younger siblings and their mother fled to Biu, a town in northeast Nigeria’s Borno state. A year ago their mother left for another town to get treatment for high blood pressure from a traditional healer, leaving Zulyatu alone to care for her siblings, 12-year-old Abubakar and 8-year-old Amira.",neutral
6082,I dont really have feeling towards the article i just read. This article did not really interest me in the slightest. On the other hand i do feel like any one that is associated with bin laden or that any one that is as sympathizer or a terrorist should be indicted and charged with acts of terrorism.,neutral
6083,The story about a woman theat was thinking of places she had been before and the terrorist attacks that had taken place. the thought of being in a place and having to worry about someone trying to shoot or inflict harm upon others is disheartening and makes me not waant to go out in public anymore for fear of my life.,sadness
6084,I just dont have many feeling about this article. I guess i feel bad for the teachers but it doesnt exactly bother me. I am not too concerned with affairs in other countries unless it is about war or peace and political things. Packing up and having to move your live away in just a few days is very hard and i guess i feel some sympathy about that.,sadness
6085,I honestly cant remember what i read. I walked away for a drink and came back and i completely forgot. Reading these articles like this in succession is tedious and makes the stories asll run together making the retention of the story hard to keep. I would have reread the article if i could and there was an option to,neutral
6086,Reading about atrticles like this in a country i dont care about has no meaning to me. Im lower class worker in the USA. This kind of stuff makes no difference in my life because i struggle to even feed my kids. People facing hardship in other coutries is there problem not mine and i have no real feeling towrds those people,neutral
6087,"So I just read this article about rappers and music artists having a disagreement. It was pretty stupid too, I don't get why adults are fighting like high school children. It was all over some petty comments made, which apparently turned to racist slurs and got someone thrown out fo a building. Of course, everything is he said she said so I can't tell who was really wrong in this situation. However, again another situation that shows the stupidity of the human race.",anger
6088,This article held some very valid views that I have been trying to explain for years. The hypocrisy that America generates is overwhelming and others can see this too. We are holding ourselves so high up as a free country meanwhile a black man can not even get pulled over without having a white man pulling a gun on him.,disgust
6089,"This article here was a bit confusing and I really couldn't see the point. From what I gathered a Militia from Ohio is trying to defend its' people from an overbearing federal government. I can completely understand why they would want to stand up to the federal government. Apparently, a protestor was shot by the government. I seen nothing in the article that explained the protestor was violent or a danger to the ones around him. Just shot for protesting. This is an outrage!",anger
6090,"So a man murdered someone over a card being declined. At a Starbucks of course, this is just getting to be ridiculous. Someone gets pissy because they have no money and decide to hurt someone else that has nothing to do with it. The more news articles I read like this, the less faith I have in humanity.",disgust
6091,This right here is bullshit. I don't know who wrote this shit article but from what I read it argues that livestock are more a contributor to gas emissions in our atmosphere then vehicle emissions. It spouts some numbers and facts but I can see straight away this is a fabricated article that is completely biased. This is the crap we need to take out of our news.,anger
6092,Boy I can't ever imagine being in a fire like these people. First Your scared about just trying to get out. Then your looking out for your neighbors and their pets. Man just tragic really tough. Now they have to find somewhere to stay. Just turns your life upside down. Paperwork keepsakes so hard to get over. Even if your not hurt it must affect you for the rest of your life.,fear
6093,"These poor people in Syria. On the lookout all the time, every time you hear a bang or a noise they must shake. This is so bad these poor people were just going to school. The place you should feel safe. Your trying to make yourself better to learn something. If Russia targeted this school then I hope they get what they deserve. They should think about their families when carrying out an attack such as this.",sadness
6094,Micheal Moore was right about this. Trump could and did win. The more we dismissed him the stronger he got. I can't stand his attitude and his lack of compassion. But I can understand how he won. Voters were fed up with the traditional lifetime politicians. I think Hillary lost the election more than Trump won it. A lot of people didn't trust her and wanted a change. Now good or bad we have change.,disgust
6095,Another example of the Government disregard for the Indian people who lived here before we ever arrived. Sad in this day and age they are just trying to protect their land. Stop the potential for environmental damage to the land where they have lived for thousands of years. Don't we learn anything from history. How can they shot and harm these people just protecting their land and way of life.,sadness
6096,What's going on in Venezuela is just tragic. The government has no concern for it's citizen's. These are just kids trying to get an education. They can't get a proper meal. Waiting in line doing anything to help their children. How can we let this go on. No one can be expected to learn or do anything productive  if they can't even get the basic necessities,sadness
6097,"Looks like American Apparel is at it again and declaring bankruptcy.  Ironically they are getting bought out by a Canadian company.  I feel sorry for the employees, but its hard to feel sorry for the company since they just dont seem to get it.  I think one chance is fair, but when you have to declare bankruptcy again a year later your management doesnt seem to know what they are doing.  Maybe the company that bought them will finally get it right.",sadness
6098,"This is just crazy, you have to feel for the mother, but at the same time what kind of apartment has that many violations and is still not punished.  They need to sue them and anybody involved with this.  I cant believe that in today's society that tragedies like this are tolerated.  Somebody needs to go to jail for the death of this little girl and the injuries that her mother suffered. I cant imagine what the mother is going through and she probably blames herself.  Things like this should just not happen.",sadness
6099,"It never ceases to amaze me that things like this as still occurring. They want to roll back regulations when things like this happened because there were none and now kids have to pay the price, but they are kids of color so they dont matter.  Remember this, Flint still does not have clean water years later.  The government is corrupt and the cancer starts in the Oval office and runs through his swamp.  Its time to get these people out of office and to punish the companies and people that have allowed this to happened to the innocent children of America.  We need more regulations not less.",anger
6100,This is just part of the troubling times we live in.  There is a monster in the white House that a majority of the people did not elect and the Russian government had a hand in coming to power.  He is breaking laws everyday and has the most corrupt cabinet in my lifetime.  His agenda is simply to cause chaos and to profit off this as much as possible.  The sooner this failed experiment is over the better of the nation will be.  The only hope is that he doesnt start a nuclear war and that he will eventually be tried and brought to justice for his numerous crimes.,anger
6101,"This is a sad state of affairs, but what do you expect from a country that is as corrupt as Russia.  The ruling class has a stranglehold on the wealth and the average person gets next to nothing.  The country is barely a step above a third world country in most parts, while the rich get richer and Putin profits.  There is not that much difference now than in the 70's and 80's except now the corruption is out in the open and there are billionaires all over the place.",surprise
6102,"What a tragedy this is! I feel so bad for all the owners who lost their pets in that situation. Pets are like members of your family, and losing a pet is no different. My heart goes out to all of the people who are effected by this. There is nothing this business can do to bring  back the animals that died and ease the owners suffering. Hopefully they never let something like this happen again.",sadness
6103,"Sadly this has become common in our society. Blacks are killed by police, and nothing seems to make a difference or matter. I can guarantee that if it was a black cop killing a while person, the outcomes would be entirely different. I dont blame the black community for their anger and dissapointment. I'm angry and dissapointed I cant imagine how they must feel.",sadness
6104,"Well, I dont really feel much about this either way. I feel badly for the family of the victim, I'm sure they are devastated, but it's not surprising something like this would happen, given the type of things he wrote, and the climate in the country in which they lived. My thoughts of out to the family.",sadness
6105,"Once again, another group of innocent people negatively impacted by this buffoon and his horrific policies and his agenda. It still floors me that this immoral idiot is now the President of the United States. I've lost all respect  for our government and the government ""officials"" who run our country.",anger
6106,"Just another case of police brutality, not surprising at all This is a massive problem in our country, usually its the black population on the receiving end of it, but it does effect other people as well. When is this going to stop? Seems like it never is going to end, its been going on since the beginning of law enforcement, and will continue. Its shameful",sadness
6107,"That poor boy must have just gotten curious and looked down, or perhaps he tripped and fell into it. I can't imagine the pain he must have gone through being stuck in there for days until he finally died. That must have been agonizing and terrible. How could the father not have found him by then? Surely he screamed? It's so sad.",sadness
6108,"This is absolutely awful. I can't even imagine the amount of pain the victim had. The only suspected motive was after Comunale rejected the sexual advances of one of the men inside the apartment? Really? That's not a good reason at all to kill someone. How dare he. What a tragic story this is, and it makes me heart churn just trying to think of the robbed life that was taken.",sadness
6109,"How can anyone, in this day and age, still believe that climate change is not real? I imagine it's the same people who believe the earth is flat. We should be working towards clean and renewable energy but of course there are fights all across the way because people want to make money. Also replacing infrastructure is hard. But, that's not an excuse when you know that entire parts of the country might expand into a desert. This is especially true of North America.",surprise
6110,"As someone who graduated with a STEM degree I know firsthand just how few women there are in the field. It's very sad, and it does indeed rob us of talent. All you have to do is look around to see how America is still a man-run country. The number of women in power is small, and women feel conflicted between what society says they should do and what they want to do. After all, many have aspirations besides raising kids. Who says that the 'house-mom' idea is right? The gender gap needs to close, and the wage gap. Women are not paid as much as men. That's a fact.",sadness
6111,"Although this is bad, I have to admit that it's also rather funny. I do wonder what caused the squirrel to go on such a rampage. Perhaps it felt threatened? Maybe it was abused? Perhaps it got caught inside and out of fear did what animals do - bite and claw their way out. I'm assuming it was the latter reason and this just happened to be an odd situation. I don't think it meant to hurt anyone, I think it was just scared and people got bit because they got in its way. I can't imagine another reason than that. And the people were fine anyway.",surprise
6112,"Having traveled through Afghanistan in the mid-1970s and having had a son deployed in Afghanistan during the US incursion, I can tell you that the country is profoundly backward and disorganized even at the best of times. This influx of refugees will cause chaos on a massive scale. The USA should help. If we are willing to invade and contribute to the destabilization of the country in our own interests, we should also be willing to come in as a magnanimous gesture and help out these poor people in the time of their need.",anger
6113,"Tigers are truly majestic creatures, and it's a shame that their numbers are decreasing. India cannot fight this battle on its own. The poachers sell to international buyers, so the governments of other countries should step in and help the Indian people combat these poachers. There should be a negative stigma on using any products made with tiger parts so that people would feel ashamed to contribute to this sordid smuggling trade.",sadness
6114,"This article highlights the fact that we might be going on about our lives, secure in the knowledge that everything is fine, but then suddenly when you least expect it, we are reminded of our own mortality. It makes me want to live each and every day as well as I can, because I never know if it might be my last. Sometimes we think we have forever, but this article is a reminder that each day we live on this Earth, imperfect though it may be, is a gift.",sadness
6115,"This article highlights the fact that although we may have profound faith in the goodness of human nature, we never know when a killer is walking among us. The recent spate of mass shootings at schools and other locations underline the presence of disturbed people in our midst. Besides defending ourselves, we need to ask ourselves what in our society is provoking this disturbing behavior. Certainly the ubiquity and ease of acquiring guns is one cause, but there may be others that need attention as well.",sadness
6116,"It's a weird ironic twist that once illegal animals are seized they may fare worse than if the smugglers were allowed to get away with them. It brings out the selfishness of humans and their inability to share this wonderful world with its other inhabitants. These animals should be properly cared for, and perhaps some of the financing could come from fines imposed upon the people who illegally absconded with them in the first place.",neutral
6117,"This is an absolute disgrace that it still happens and can happen in America.  How are things like this still happening.  I get that there has always been murder, and if someone is determined enough they are going to find a way to do this, but for it to happen in one of the most locked down and secured places is ridiculous.  I feel bad for the family involved and hopefully their loss will help spark a positive change.",disgust
6118,It is appalling that there are places that would actively want to get immunized and cant due to lack of resources. While at the same time in America there are parents who actively keep their children from getting them.  Their should be social consequences in place the parents who intentionally endanger their children like this.  I would think a hefty tax that goes to implementing vaccines in impoverished areas would be a great idea.,joy
6119,"I wonder if I recognize this guy.  I haven't heard of him up until now.  He was just a little before our time, although I'm sure he had an impact on many of the people we know.  It seems like he influenced many other comedians that I know. I plan on looking up his work to see what is out there of him.",surprise
6120,"I am so glad that I'm not a celebrity having my every move made public and being analyzed.  It would be awful to be under that constant and never ending scrutiny.  The thought of being under the constant watchful eye of the world, and them profiting from a me having a bad day makes my stomach turn.  I feel bad for him in a way, I've had a few rocky relationships and I couldn't imagine going through them publicly.",joy
6121,"I can't begin to imagine going through that night. The recollection from the survivor is horrifying.  I cannot fathom the thoughts and emotions of those who were there trapped for hours.  The loss of so many makes it easier to become desensitized to it, but hearing the individual stories makes it so real and sad.",sadness
6122,"I just read this article about a forest land in Indonesia that could potentially be cut down and turned in to a tree plant. Normally an article like this might not attract my attention and cause me to read any further, but this particular forest land is home to the 3rd largest population of endangered orangutans and if the forest is cut down, it is estimated that 1750 orangutans will die or have to be rescued and re-homed. This is so heartbreaking to me because these are innocent animals, endangered ones at that, that are just living in their natural environment and have done nothing wrong. How can the government in Indonesia think that this idea is even a possibility, never mind the fact it could not possibly be a positive thing because of the negative impact it has on this species!!",sadness
6123,"Wow! I just read this article about a young boy in China who fell in to a well and was found dead 4 days later. It was SO sad to read this! It stated that boy was helping his dad harvest food when he fell in this well that was only 1 foot wide and that no adults could fit in it to go down and rescue him! Can you even imagine what that father must have been feeling knowing that his little boy fell in this well while helping him and he could not get down there to help him! I just imagine how heartbreaking this whole situation must have been for the family and for the rescuers who spent days trying everything they could to get to him and potentially help him. As a mom, it just makes me sick to think that I could be in a situation like that and do nothing to help one of my babies!",sadness
6124,"Hey! So I just read this article about the internet in schools. I guess that several years ago, the government came up with this program to get internet and technology in to schools and make it possible for as many or all students to have access to computers and the internet. However, according to this article, this program is not working the way that it was set up to work and students are not actually benefiting from this program that costs A LOT of money! I was upset to read this, as I feel that the internet can be such a valuable tool in education, but then I really wasn't surprised at all to learn that the government isn't doing what it has been set up to do or what it is promising us citizens it will do. Doesn't the government just infuriate you and make you think you could do better?",sadness
6125,"Ugh, I just read an article about our disgusting president and the way women are reacting to these rumors, allegations and truths made about this man and his inexcusable treatment of women in the past. And, that's just it, who is stupid enough to think his behavior is only in the past and is not still occurring today behind closed doors!? I am sure it is only a matter of time before that also comes out. The more and more I read about him, the more and more disturbed I am to have him as a president and wish I did not live in a country where that animal is calling the shots. The article was talking about women, especially Republican women, starting to pull away from their candidate and losing their warm and fuzzy feelings towards Trump. About time!",disgust
6126,"So, I just read this article about a series of bombing in New York and New Jersey and how these acts are being viewed as an act of terrorism. Sometimes I still cannot believe that we lived through 9/11, especially because before that I had never even heard the word terrorism or knew what a terrorist attack was. And now, we live in a world where we are constantly hearing about possible terror attacks or terrorists regularly on the news. It just makes me absolutely sick that this is the world I am raising my kids in and that we have to live in fear of someone trying to kill us or setting up bombs to surprise attack people. The fact that we cannot live a carefree life anymore because of the sick minds of individuals scares me daily and makes me wish I could keep my kids in a bubble!!!",fear
6127,I just read an article about the attacks in a syrian town. It sounds horrible what they are going through. It talks about women and children dying. I tried to immagine what it would be like to live in such horror. It mentions many post on social media of pictures and videos. I would be interested in seeing some of the pictures and videos of this violence. Reading stuff like this really makes you appreciate being in America.,sadness
6128,"I just read an article about the hate and racism in America since Donald Trump won the election. It talked about ""countless acts of hate"" beggining from day one of Trumps presidency. I thought the article was misleading. You cannot blame allready existing problems on a newly elected official. There was no facts or statisticis supporting the claims made in the article.",anger
6129,I recently read an article about how the band Eagles of Death Metal visited the Paris attacks memorial. A year before they were playing at a concert hall when the attacks occured a year prior. Sting was the first person to play at he concert hall since the attacks. The front man of the Eagles of Death Metal was denied access to the event. He had told Fox news that the muslim security collaborated with the attackers at the concert hall.,neutral
6130,"I just read an article about suicide, it was really sad. It started off talking about a 12 year old girl who was interested in suicide groups online. One day she went to school, or so her mother thoght. The mother recieved a phone call from the channel A&E notifiing her that her daughter had took her own life. The article went on to say how Russia was third in the world in suicides. It was a really sad article.",sadness
6131,"I read an article about how a man killed himself after killing his wife. It sounded like the man really had some problems. I dont understand how you could kill someone that you say you love. The article said he ""hacked his wife to death"". That sure sounds rather violent. The woman was rushed to the hospital all bloody and the man was in a coma. The hospital confirmed that the woman had passed.",sadness
6132,I feel very sad for the civilians who are caught in the crossfire. It's sad that people are stuck in the middle of this conflict. I wish there was a peaceful resolution. Both sides should really keep the ceasefire if only to protect the civilians who are caught in the middle. Those people have no control over any of this.,sadness
6133,I feel bad for the migrants who died when the ship which was carrying them sunk. Especially the young ones. Kids shouldn't have to die like this just trying to take a risk to improve their lives. I am touched by the state of the tiger population. They should never be raised and kept in this fashion. They deserve to be free. On top of this rare species should always be protected.,sadness
6134,It's a little bit troubling that these teachers would be forced to leave because of political tension. It's not right that they would lose their jobs and their homes. There should be another way to resolve this issue. It's good that people are protesting this and they should be. Teachers play such a huge role and it will not be good for the students to be in the middle of this.,anger
6135,I think justice has been served one way or another. This person seemed like a danger to society. I think it's only right they should meet their end in this fashion. People like this should be removed from society before they do something that will hurt others. I feel bad for anyone who was in danger from this mad man.,sadness
6136,Can you believe how people are acting over this? They are acting like a bunch of rabid animals. This is not how you protest. Going around acting violent and destroying things does not solve anything. This is chaos. There is no excuse for this type of behavior just because you don't agree with an election.,anger
6137,"I just read another article about clashes over in the middle east and I am sending it over to you. This kind of thing has been going on forever ,,, my whole life and I have to admit that I am becoming immune to these types of stories and lost all empathy for these people. Normally you would read a story such as this and be heartbroken for the women and children who lost their lives but there is a story (or 2 or 3 or 10) like this every day and for decades and no end in sight. So just pile up the bodies of the woman and stack up the children murdered. Herd the maimed into a corner and block it all all of your concious. Too much insanity and too much gore to think about so the healthy thing for you do is just ignore these stories since there will a new one or two or ten tommorrow and forever",neutral
6138,"Here is another upsetting article I am sending you about a fire and a family. Funny how this bothers me more than the previous one. The parents and the children got out safe and they didn't die and they didn't get maimed or even scratced as far as I can tell but their two cats died and they lost their home. I am a cat owner and they are always ""skitished"" and afraid so my first thought is how terrified they must have been and then how awful the children must feel. The horror of imagining your pet burning (though they probably died from smoke). The children will not understand and it will take awhile to forget.",fear
6139,"Another story that I am sending about Janet Reno. Thought she lived a good and long life, I always felt sorry for her and always wondered why she accepted the tough job of Attorney General. I felt sorry since she was often attacked for not only political reasons but her appearance also. She was unattractive and somewhat manly looking and the media used that against her. Made fun of her. This article mentions an encounter with Eleanor Roosevelt and her looks remind me of Janet. So maybe that is why she took the post. Wanted to be like her hero.",sadness
6140,Here is another interesting story but this one is about squrriels and leprosy. In the UK they found that red squrriels are getting leprosy and that never happened before. The article also mentions that Armadillos get leprosy also which I didn't know. I always thought it was a disease that only affected humans and mostly in biblical times although I guess it is not an issue now just because we learned how to top it from spreading.,surprise
6141,"Well here is another story about the dangers of selfies. I'm mystified by this ""fad"" of selfies. I have never even thought about taking one. But maybe thats just my age or generation. Anyhow another idiot taking a selfie got attacked by a snake. Seems like selfie taking affects the brain or at least the part of brain. I have heard about people getting in fatal car crashes while taking selfies, and falling off a cliff, and being fatally attacked by bears, lions, etc etc. Now a python.",disgust
6142,"The article also good.The four key things can do while helping a friend who may have anxiety or hanging out with their friends as much anymore or are always tired and feeling down. Suggest they see a doctor or health professional and/or help them to make  possible, the person's spouse or a mutual friend may be able to give",joy
6143,"The article also good.but some times also said medical teams were examining the bodies and trying to determine their identities. “The investigation is just beginning,” he said. The Iraqi Joint Command issued a brief statement condemning the Islamic State. “Gangs of ISIS militants continue to commit crimes against our people,” the military said. Fighters from the Islamic State, also known as ISIS, have held the city of Mosul and surrounding towns and villages for more than two years.",neutral
6144,"This is also good. Democratic presidential nominee Hillary Clinton, were ""deeply saddened"" by the passing of Reno, calling her ""an extraordinary public servant who dedicated her life to advancing justice, equality, and innovations in criminal justice that would save and lift lives."" ""As Attorney General for all eight years of my Presidency, Janet worked tirelessly to make our communities safer, protect the vulnerable, and to strike the right balance between seeking justice and avoiding abuse of power,"" Clinton said in the statement, listing some of her top accomplishments.",sadness
6145,"The artical is he US closed its education gender gap in 2016. This means there is a large pool of educated female talent, even though fewer women are actually working, as can be seen in the table showing the United States' scores below. The annual report looks at progress towards equality between men and women in four key areas: educational attainment, health and survival, economic opportunity, and political empowerment.",neutral
6146,"The artical also Trump campaign was unprecedented in its dishonesty; the fact that the lies didn’t exact a political price, that they even resonated with a large bloc of voters, doesn’t make them any less false. No, our inner cities aren’t war zones with record crime. No, we aren’t the highest-taxed nation in the world. No, climate change isn’t a hoax promoted by the Chinese. So if you’re tempted to concede that the alt-right’s vision of the world might have some truth to it, don’t. Lies are lies, no matter how much power backs them up. And once we’re talking about intellectual honesty,",anger
6147,"This makes me very upset. They don't want to take responsibility, blames it on something else. It's clearly your fault and you should feel guilty for killing all these people. They have every right  to sue you for your stupid mistake. We live in a world with idiots. Next time you take the car to work, remember that you can't count yourself to be safe if you are careful.",anger
6148,Trump is a fool. Climate change is real and it's starting to effect us directly. I wonder when he'll realize we have to do something. How much does it take? Maybe his golf curse has to catch fire just like the forests. This doesn't only effect us but the whole world and the life on it. United States needs to take action before it's too late.,anger
6149,Terribly sorry for all the families affected by this incident. I confident that the Russians had something to do with this. They interfered with our election too. They are corrupt and shady. This further demonstrates that you can't trust the Russians. I'm so done with them. I'm not sure what needs to be done but I wish Putin disappeared from this Earth.,sadness
6150,It's one thing to kill another person with a motive. But who kills horses and animals?! They are completely innocent creatures. God we have used and abused these animals for centuries. I have no idea what kind of motive this killer has. These horses deserve so much more. It's almost worse than murder in my opinion. I really hope this guy gets caught.,anger
6151,A lot of these news go unnoticed I feel. We have war in Syria and war everywhere. We have accepted it as a part of the world. It's such a shame that it's like this. Conflict has always broken us down and it's never been necessary. I don't know for how long this war has to continue. But I really feel sorry for all the lives that's been lost in this conflict.,sadness
6152,"It really doesn't make since to me that someone would come to America and then carry out terrorist attacks. I would think they would stay in their own country if they hated this one so much. So I really wonder who the supposed terrorist are. The news media and government would have to do a better job explaining why the ""terrorist"" are carrying out these attacks because the reasons that they give doesn't make much sense to me. It just creates even more questions than answers.",surprise
6153,"If it's not bad enough that the father is a child molester who molested his own child, the mother had the nerve to join in on the abuse. I doubt very serious if she was forced to do it as she could have divorced him or left him rather commit such a heinous crime and money is no excuse. I wouldn't molest my child for all the money in the world. These people were just sicking perverse sorry excuses for human beings.",anger
6154,"I'm glad that they finally put an end to this mans killing spree. I'm not sure why he did what he did but he was obviously mentally ill and wasn't taking his medication. I believe friends had to have been helping him hide otherwise I don't know how he could have hidden so long otherwise. Anyways, incidents like this only makes them try to crack down harder on guns and our rights to bear arms, but this person was clearly mentally ill.",neutral
6155,"How could this guy been shot several times, yet managed to make it to the hospital and tell what happened to him. It would seem like he would be in critical condition if that's the case. Sounds very suspicious. And for what reason would a random person just be blindly shooting in a night club. The reporters need to get down to what really happened there.",surprise
6156,"I think it's a shame that they made the employees create fake accounts in order to drive up the sales. What a shame. Why are they blaming the employees when it was those in higher positions who were forced into doing what they did. If they wasn't forced then it never would've happened. I feel sorry for the worker, but I would've quit before they had me do something fraudulent.",sadness
6157,"I have come across an article about the civilian casualties in Afghanistan. The war is such a terrible thing. Small children are dying just because of some military operations, i.e. some grown-ups cannot negotiate and agree on resolution of the disagreements. My heart aches as I read that burnt children corpses are tended by mourning relatives. It must be unbearably painful to exist in such pitiful condition in such a poor country and on top of that to lose your children. Life is so unfair and cruel sometimes.",sadness
